D,L,P,G,Tin,X,CHF
0.01,1,2059,526,51.95,0.652,2538
0.01,1,2059,615,51.95,0.596,2807
0.01,1,2059,702,51.23,0.545,3036
0.01,1,2059,789,50.75,0.523,3339
0.01,1,2059,1126,51.95,0.353,3844
0.01,1,2059,1490,51.23,0.23,4227
0.00607,1,3040,512,48.29,0.824,1773
0.00607,1,3040,512,48.77,0.829,1779
0.00607,1,3040,568,48.77,0.831,1975
0.00607,1,3040,571,48.77,0.805,1947
0.00607,1,3040,688,44.46,0.791,2336
0.00607,1,3040,702,45.66,0.773,2344
0.00607,1,3040,784,49.49,0.723,2495
0.00607,1,3040,774,50.93,0.734,2479
0.00607,1,3040,861,53.8,0.743,2760
0.00607,1,3040,881,54.76,0.721,2769
0.00607,1,3040,1040,57.87,0.666,3093
0.00607,1,3040,1019,58.59,0.674,3048
0.00607,1,3040,1140,61.7,0.644,3294
0.00607,1,3040,1123,61.7,0.654,3276
0.00607,1,4021,574,43.82,0.809,1990
0.00607,1,4021,570,44.54,0.819,1990
0.00607,1,4021,646,46.69,0.808,2228
0.00607,1,4021,643,47.65,0.817,2228
0.00607,1,4021,714,30.87,0.792,2503
0.00607,1,4021,752,49.81,0.762,2487
0.00607,1,4021,840,53.64,0.767,2769
0.00607,1,4021,829,53.88,0.783,2769
0.00607,1,4021,971,55.8,0.697,3012
0.00607,1,4021,957,55.8,0.714,3012
0.00607,1,4021,1040,56.76,0.683,3183
0.00607,1,4021,1019,57,0.711,3192
0.00607,1,4021,1165,57,0.644,3444
0.00607,1,4021,1196,56.76,0.614,3444
0.00607,1,2059,803,53.63,0.629,2282
0.00607,1,2059,803,55.78,0.64,2297
0.00607,1,2059,892,53.63,0.63,2536
0.00607,1,2059,895,53.63,0.629,2544
0.00607,1,2059,999,53.63,0.599,2752
0.00607,1,2059,1106,53.39,0.568,2951
0.00607,1,2059,1116,53.39,0.57,2986
0.00607,1,2059,1341,57.7,0.501,3285
0.00607,1,2059,1313,57.7,0.519,3285
0.00607,1,1128,646,55.9,0.63,1772
0.00607,1,1177,626,56.01,0.658,1772
0.00607,1,1177,753,55.53,0.594,1990
0.00607,1,1157,757,55.67,0.591,1990
0.00607,1,1147,892,55.5,0.548,2228
0.00607,1,1147,885,55.98,0.555,2228
0.00607,1,1147,1054,57.65,0.514,2512
0.00607,1,1147,1047,57.65,0.519,2512
0.00607,1,1147,1251,57.89,0.474,2829
0.00607,1,1147,1241,57.65,0.48,2829
0.00607,1,1147,1424,57.41,0.44,3076
0.00607,1,1147,1434,57.65,0.435,3076
0.00998,1,4070,228,105.55,0.937,1275
0.00998,1,4070,225,104.6,0.949,1275
0.00998,1,4021,279,113.73,0.879,1469
0.00998,1,4021,407,124.13,0.807,1973
0.00998,1,4021,905,109.47,0.529,3459
0.00998,1,4021,1227,105.44,0.362,3868
0.00998,1,5001,222,109.23,0.981,1277
0.00998,1.5,4021,281,83.3,0.874,1044
0.00998,1.5,4021,442,94.98,0.811,1527
0.00998,1.5,4021,442,94.5,0.809,1526
0.00998,1.5,4021,678,91.65,0.685,2112
0.00998,1.5,4021,690,89.5,0.699,2189
0.00998,1.5,4021,665,104.25,0.682,2008
0.00998,1.5,4021,667,103.54,0.683,2021
0.00998,1.5,4021,905,105.91,0.592,2492
0.00998,2,3089,991,105.37,0.583,1994
0.00998,2,4217,346,86.1,0.907,984
0.00998,2,4021,554,67.53,0.826,1530
0.00998,2,4021,563,77.09,0.802,1498
0.00998,2,4021,770,68.49,0.725,1958
0.00998,2,4903,343,79.68,0.933,1003
0.00998,3,4021,270,100.45,0.943,511
0.00998,3,4021,270,99.02,0.95,515
0.00998,3,4021,574,103.78,0.851,1006
0.00998,3,4021,579,103.54,0.84,1006
0.00998,3,4021,974,98.79,0.67,1473
0.00998,3,4021,1023,98.07,0.632,1494
0.00998,3.5,4021,325,92.12,0.924,528
0.00998,3.5,4021,327,91.88,0.923,532
0.00998,3.5,4021,664,94.03,0.813,985
0.00998,3.5,4021,664,88.79,0.8,985
0.00601,1,1128,519,56.86,0.746,1587
0.00601,1,1128,540,59.25,0.794,1721
0.00601,1,1128,587,61.88,0.752,1785
0.00601,1,1128,668,64.75,0.713,1942
0.00601,1,1128,703,64.51,0.692,2000
0.00601,1,1128,749,64.75,0.664,2068
0.00601,1,1128,872,64.99,0.586,2204
0.00601,1,1128,856,65.23,0.603,2204
0.00601,1,1128,986,72.39,0.566,2386
0.00601,1,1128,1076,66.18,0.544,2574
0.00601,1,1128,1208,67.62,0.504,2735
0.00601,1,1128,1237,67.62,0.519,2857
0.00601,1,1128,1343,69.77,0.496,2991
0.00601,1,1128,1429,69.77,0.472,3078
0.00601,1,3040,518,111.26,0.914,1697
0.00601,1,3040,526,95.11,0.88,1728
0.00601,1,3040,564,103.19,0.878,1822
0.00601,1,3040,614,98.44,0.856,1965
0.00601,1,3040,636,92.02,0.844,2038
0.00601,1,3040,656,92.02,0.848,2111
0.00601,1,3040,655,62.18,0.823,2185
0.00601,1,3040,738,86.54,0.812,2329
0.00601,1,3040,824,81.77,0.752,2492
0.00601,1,3040,879,83.44,0.74,2620
0.00601,1,3040,960,79.86,0.711,2809
0.00601,1,3040,1055,78.19,0.666,2970
0.00601,1,3040,1123,86.54,0.644,3038
0.00785,1,3040,368,66.01,0.856,1635
0.00785,1,3040,380,65.05,0.855,1692
0.00785,1,3040,393,77.48,0.88,1741
0.00785,1,3040,403,64.81,0.884,1834
0.00785,1,3040,448,66.25,0.814,1926
0.00785,1,3040,469,65.77,0.811,2012
0.00785,1,3040,472,64.33,0.836,2069
0.00785,1,3040,504,65.05,0.813,2168
0.00785,1,3040,537,63.14,0.805,2304
0.00785,1,3040,562,60.03,0.772,2361
0.00785,1,3040,578,58.11,0.764,2422
0.00785,1,3040,628,50.45,0.711,2552
0.00785,1,3040,646,55.72,0.721,2621
0.00785,1,3040,715,55.24,0.691,2825
0.00785,1,3040,808,55.48,0.64,3048
0.00785,1,3040,828,61.46,0.647,3104
0.00785,1,3040,874,57.15,0.64,3285
0.00785,1,3040,926,56.91,0.605,3368
0.00785,1,3040,994,56.91,0.576,3514
0.00785,1,3040,1097,56.91,0.524,3678
0.00785,1,3040,1307,77.48,0.464,3885
0.00785,1,3040,1430,75.81,0.412,4010
0.00785,1,3040,1480,75.09,0.407,4135
0.0093,3.048,114,90.9,40.12,0.91,159
0.0093,3.048,114,90.9,44.91,0.919,159
0.0093,3.048,114,92.2,52.32,0.896,156
0.0093,3.048,115,92.2,56.64,0.926,159
0.0093,3.048,114,92.2,59.97,0.913,156
0.0093,3.048,114,92.2,59.97,0.913,156
0.0093,3.048,114,92.2,68.09,0.887,150
0.0093,3.048,114,92.2,67.85,0.9,153
0.0093,3.048,114,92.2,82.88,0.875,144
0.0093,3.048,114,92.2,80.73,0.9,148
0.0093,3.048,114,92.2,65.23,0.899,153
0.0093,3.048,114,92.2,92.87,0.922,148
0.0093,3.048,114,92.2,96.43,0.9,144
0.0093,2.438,112,92.2,21.67,0.901,208
0.0093,2.438,112,92.2,28.61,0.928,211
0.0093,2.438,112,92.2,48.7,0.964,211
0.0093,2.438,112,92.2,54.2,0.975,211
0.0093,2.438,111,92.2,59.68,0.914,197
0.0093,2.438,112,92.2,60.42,0.972,208
0.0093,2.438,112,92.2,60.9,0.944,202
0.0093,2.438,112,92.2,62.09,0.947,202
0.0093,2.438,112,92.2,73.31,0.953,199
0.0093,2.438,112,92.2,79.75,0.944,195
0.0093,2.438,111,92.2,89.25,0.934,189
0.0093,2.438,111,92.2,93.29,0.948,191
0.0093,2.438,111,92.2,98.04,0.943,188
0.0093,2.438,111,92.2,101.13,0.949,188
0.0093,2.438,111,92.2,102.08,0.95,188
0.0093,2.438,111,92.2,101.84,0.922,182
0.0093,2.438,119,119.3,69.33,0.893,244
0.0093,2.438,119,119.3,71.72,0.88,240
0.0093,2.438,119,119.3,82.92,0.907,241
0.0093,2.438,119,119.3,91.73,0.89,233
0.0093,2.438,119,119.3,92.92,0.914,239
0.0093,2.438,119,119.3,101.46,0.876,225
0.0093,2.438,119,119.3,96,0.899,233
0.0093,2.438,117,119.3,44.46,0.842,243
0.0093,2.438,118,119.3,45.43,0.838,241
0.0093,2.438,118,119.3,55.23,0.867,244
0.0093,2.438,117,119.3,56.66,0.847,239
0.0093,2.438,118,119.3,58.82,0.862,241
0.0093,2.438,119,119.3,77.68,0.88,237
0.0093,2.438,119,119.3,78.16,0.887,239
0.0093,2.438,119,119.3,91.96,0.902,236
0.0093,2.438,119,119.3,102.41,0.872,223
0.0093,2.438,120,119.3,104.78,0.89,226
0.0093,1.829,117,119.3,64.07,0.883,326
0.0093,1.829,117,119.3,64.78,0.884,326
0.0093,1.829,117,119.3,71.94,0.859,313
0.0093,1.829,117,119.3,78.86,0.878,314
0.0093,1.829,118,119.3,87.68,0.889,313
0.0093,1.829,119,119.3,97.19,0.868,299
0.0093,1.829,134,162.7,46.77,0.779,412
0.0093,1.829,136,162.7,64.42,0.811,412
0.0093,1.829,136,162.7,81.6,0.839,410
0.0093,1.829,136,162.7,81.84,0.839,410
0.0093,1.829,136,162.7,84.93,0.821,399
0.0093,1.829,136,162.7,85.17,0.842,408
0.0093,1.829,136,162.7,90.88,0.848,406
0.0093,1.829,137,162.7,96.09,0.854,404
0.0093,1.829,137,162.7,99.41,0.852,401
0.0093,1.829,137,162.7,106.52,0.861,399
0.0093,1.829,136,162.7,107.72,0.852,393
0.0093,1.829,136,162.7,108.43,0.851,391
0.0093,1.829,114,92.2,57.82,0.896,258
0.0093,1.829,114,92.2,61.17,0.859,247
0.0093,1.829,115,92.2,60.94,0.958,273
0.0093,1.829,114,92.2,61.17,0.902,258
0.0093,1.829,114,92.2,66.42,0.973,273
0.0093,1.829,113,92.2,74.76,0.917,255
0.0093,1.829,114,92.2,76.44,0.92,255
0.0093,1.829,114,92.2,86.45,0.932,253
0.0093,1.829,112,92.2,93.07,0.923,247
0.0093,1.829,114,92.2,100.7,0.93,245
0.0093,1.829,123,119.3,52.62,0.894,337
0.0093,1.829,122,119.3,60.98,0.866,322
0.0093,1.829,122,119.3,70.06,0.899,328
0.0093,1.829,121,119.3,75.54,0.909,328
0.0093,1.829,119,119.3,85.3,0.896,318
0.0093,1.829,119,119.3,86.97,0.888,314
0.0093,1.829,119,119.3,89.82,0.905,318
0.0093,1.829,119,119.3,96,0.916,318
0.0093,1.829,121,119.3,101.94,0.905,311
0.0093,1.829,122,119.3,104.79,0.91,311
0.0093,1.219,112,92.2,69.49,0.879,371
0.0093,1.219,112,92.2,68.3,0.898,379
0.0093,1.219,110,92.2,58.71,0.852,368
0.0093,1.219,111,92.2,58.49,0.916,393
0.0093,1.219,111,92.2,58.25,0.887,382
0.0093,1.219,112,92.2,66.15,0.923,390
0.0093,1.219,112,92.2,74.26,0.909,379
0.0093,1.219,112,92.2,83.8,0.913,373
0.0093,1.219,112,92.2,92.12,0.9,362
0.0093,1.219,112,92.2,90.93,0.926,373
0.0093,1.219,113,92.2,99.26,0.934,371
0.0093,1.219,114,92.2,102.36,0.94,371
0.0093,1.219,117,119.3,56.66,0.823,466
0.0093,1.219,117,119.3,60.96,0.831,466
0.0093,1.219,115,119.3,73.83,0.855,466
0.0093,1.219,115,119.3,81.94,0.843,452
0.0093,1.219,114,119.3,89.3,0.851,449
0.0093,1.219,117,119.3,97.18,0.87,452
0.0093,1.219,117,119.3,101.68,0.879,452
0.0093,1.219,118,119.3,104.3,0.881,449
0.0093,1.219,132,162.7,70.94,0.743,561
0.0093,1.219,132,162.7,72.13,0.737,556
0.0093,1.219,133,162.7,82.13,0.78,573
0.0093,1.219,136,162.7,94.21,0.81,578
0.0093,1.219,136,162.7,94.45,0.814,581
0.0093,1.219,140,162.7,39.23,0.745,606
0.0093,1.219,188,298.3,70.06,0.612,884
0.0093,1.219,185,301,74.09,0.599,862
0.0093,1.219,188,301,71.49,0.598,867
0.0093,1.219,192,298.3,88.36,0.608,837
0.0093,1.219,192,298.3,89.07,0.61,837
0.0093,1.219,192,299.7,69.77,0.593,865
0.0093,1.219,192,299.7,76.21,0.605,865
0.0093,1.219,199,299.7,81.64,0.619,870
0.0093,1.219,202,299.7,95.44,0.64,865
0.0093,1.219,202,299.7,100.66,0.652,867
0.0093,1.219,199,299.7,104.46,0.64,842
0.0093,1.219,205,298.3,112.97,0.671,859
0.0093,1.219,134,161.4,70.91,0.752,567
0.0093,1.219,134,161.4,70.91,0.761,573
0.0093,1.219,134,161.4,73.53,0.773,578
0.0093,1.219,134,161.4,83.78,0.768,561
0.0093,1.219,134,161.4,83.3,0.792,578
0.0093,1.219,134,161.4,93.29,0.806,576
0.0093,1.219,135,162.7,100.4,0.806,567
0.0093,1.219,135,162.7,108.22,0.825,561
0.0093,1.219,203,299.7,119.27,0.693,873
0.0093,1.219,197,299.7,87.75,0.626,865
0.0093,1.219,200,299.7,99.64,0.653,870
0.0093,1.219,207,299.7,121.3,0.687,842
0.0093,0.61,112,92.2,64.72,0.696,606
0.0093,0.61,116,92.2,65.97,0.783,674
0.0093,0.61,112,92.2,67.34,0.751,646
0.0093,0.61,112,92.2,73.07,0.793,668
0.0093,0.61,112,92.2,82.13,0.803,663
0.0093,0.61,112,92.2,96.64,0.801,640
0.0093,0.61,116,119.3,71.46,0.655,730
0.0093,0.61,116,119.3,70.26,0.629,707
0.0093,0.61,119,119.3,71.72,0.719,797
0.0093,0.61,119,119.3,72.91,0.715,792
0.0093,0.61,119,119.3,72.91,0.743,820
0.0093,0.61,116,119.3,51.63,0.66,775
0.0093,0.61,118,119.3,58.1,0.715,820
0.0093,0.61,119,119.3,66.23,0.708,797
0.0093,0.61,117,119.3,74.57,0.679,752
0.0093,0.61,116,119.3,80.04,0.739,803
0.0093,0.61,119,119.3,88.87,0.771,820
0.0093,0.61,119,119.3,98.85,0.779,809
0.0093,0.61,130,162.7,75.5,0.666,1005
0.0093,0.61,126,162.7,74.82,0.65,983
0.0093,0.61,130,161.4,89.07,0.689,999
0.0093,0.61,126,161.4,97.9,0.679,960
0.0093,0.61,132,161.4,99.5,0.725,1022
0.0093,0.61,133,161.4,106.36,0.742,1028
0.0093,0.61,130,161.4,71.68,0.632,966
0.0093,0.61,127,161.4,71.95,0.593,910
0.0093,0.61,127,161.4,70.75,0.611,938
0.0093,0.61,127,161.4,67.89,0.63,971
0.0093,1.829,113,92.2,69.03,0.917,258
0.0093,1.829,113,92.2,72.61,0.888,249
0.0093,1.829,113,92.2,72.85,0.924,258
0.0093,1.829,113,92.2,78.57,0.927,256
0.0093,1.829,113,92.2,90.95,0.929,251
0.0093,1.829,113,92.2,99.5,0.931,247
0.0093,1.829,113,92.2,99.74,0.939,249
0.0093,1.829,113,92.2,103.06,0.899,236
0.0093,1.219,117,92.2,21.5,0.892,413
0.0093,1.219,114,92.2,36.77,0.889,400
0.0093,1.219,114,92.2,55.67,0.892,387
0.0093,1.219,114,92.2,62.84,0.898,385
0.0093,1.219,114,92.2,68.57,0.887,376
0.0093,1.219,114,92.2,74.77,0.927,387
0.0093,1.219,114,92.2,80.73,0.917,379
0.0093,1.219,114,92.2,91.68,0.93,376
0.0093,1.219,114,92.2,97.86,0.928,371
0.0093,0.61,170,298.3,79.55,0.462,1336
0.0093,0.61,173,298.3,84.86,0.498,1404
0.0093,0.61,177,299.7,94.37,0.549,1494
0.0093,0.61,187,299.7,102.97,0.586,1550
0.0093,0.61,190,299.7,110.8,0.613,1583
0.0093,2.438,126,119.3,15.53,0.972,292
0.0093,2.438,123,119.3,15.54,0.951,286
0.0093,2.438,123,119.3,54.29,0.995,279
0.0093,2.438,126,119.3,74.34,0.994,269
0.0093,2.438,123,119.3,84.12,0.99,264
0.0093,2.438,126,119.3,88.39,0.987,261
0.0093,2.438,126,119.3,97.9,0.983,255
0.0093,2.438,126,119.3,99.8,0.979,252
0.0093,2.438,126,119.3,104.07,0.976,250
0.0093,2.438,137,161.4,83.96,0.888,322
0.0093,2.438,143,161.4,83.57,0.951,345
0.0093,2.438,143,161.4,83.33,0.918,334
0.0093,2.438,143,161.4,87.38,0.926,334
0.0093,2.438,143,161.4,95.94,0.991,350
0.0093,2.438,140,162.7,97.21,0.935,331
0.0093,1.829,117,119.3,17.19,0.997,396
0.0093,1.829,117,119.3,17.67,0.982,391
0.0093,1.829,121,119.3,41.85,0.965,370
0.0093,1.829,121,119.3,59.31,0.976,363
0.0093,1.829,121,119.3,69.58,0.973,355
0.0093,1.829,121,119.3,71.49,0.965,351
0.0093,1.829,121,119.3,80.79,0.961,344
0.0093,1.829,121,119.3,92.45,0.988,346
0.0093,1.829,117,119.3,101.21,0.928,318
0.0093,1.829,121,119.3,101.47,0.955,327
0.0093,1.829,121,119.3,101.47,0.933,320
0.0093,1.829,121,119.3,103.84,0.987,336
0.0093,1.829,121,119.3,104.08,0.938,320
0.0093,1.829,119,119.3,92.2,0.976,340
0.0093,1.829,119,119.3,94.1,0.974,338
0.0093,1.829,119,119.3,96,0.984,340
0.0093,1.829,112,92.2,16.17,0.919,284
0.0093,1.829,112,92.2,64.48,0.98,277
0.0093,1.829,112,92.2,65.43,0.989,278
0.0093,1.829,112,92.2,71.88,0.972,271
0.0093,1.829,112,92.2,71.88,0.979,273
0.0093,1.829,112,92.2,96.64,0.976,260
0.0093,1.829,112,92.2,94.74,0.958,256
0.0093,1.829,112,92.2,91.65,0.995,267
0.0093,1.829,112,92.2,95.69,0.981,262
0.0093,1.829,112,92.2,102.57,0.987,260
0.0093,1.219,114,119.3,68.33,0.917,505
0.0093,1.219,117,119.3,80.53,0.912,491
0.0093,1.219,117,119.3,92.9,0.924,485
0.0093,1.219,117,119.3,100.5,0.911,471
0.0093,1.219,117,119.3,75.28,0.885,479
0.0093,1.219,117,119.3,74.81,0.917,496
0.0093,1.219,117,119.3,86.96,0.928,491
0.0093,1.219,117,118,87.19,0.918,482
0.0093,1.219,117,119.3,94.09,0.914,477
0.0093,1.219,117,119.3,99.31,0.93,479
0.0093,1.219,118,119.3,73.14,0.928,505
0.0093,1.219,119,119.3,74.58,0.931,505
0.0093,1.219,121,119.3,82.69,0.93,496
0.0093,1.219,121,119.3,83.64,0.909,485
0.0093,1.219,120,119.3,91.02,0.929,488
0.0093,1.219,121,119.3,91.73,0.935,491
0.0093,1.219,121,119.3,97.44,0.935,485
0.0093,1.219,121,119.3,100.52,0.93,479
0.0093,1.219,120,119.3,13.39,0.916,555
0.0093,1.219,120,119.3,14.11,0.896,544
0.0093,1.219,120,119.3,32.04,0.945,552
0.0093,1.219,120,119.3,68.38,0.919,505
0.0093,1.219,120,119.3,69.81,0.933,510
0.0093,1.219,120,119.3,87.45,0.949,502
0.0093,1.219,120,119.3,93.63,0.945,493
0.0093,1.829,205,299.7,82.12,0.749,689
0.0093,1.829,205,299.7,82.59,0.722,665
0.0093,1.829,205,299.7,83.55,0.717,660
0.0093,1.829,198,299.7,29.87,0.691,722
0.0093,1.829,205,299.7,30.03,0.725,751
0.0093,1.829,205,299.7,40.56,0.707,720
0.0093,1.829,205,299.7,55.39,0.719,706
0.0093,1.829,205,299.7,63.27,0.734,706
0.0093,1.829,205,299.7,78.78,0.723,673
0.0093,1.829,205,299.7,86.4,0.736,671
0.0093,1.829,205,299.7,100.42,0.749,660
0.0093,1.829,208,299.7,111.07,0.74,635
0.0093,1.829,205,299.7,120.99,0.731,607
0.0093,1.219,191,298.3,35.42,0.638,999
0.0093,1.219,191,298.3,36.38,0.646,1008
0.0093,1.219,191,298.3,39.96,0.662,1019
0.0093,1.219,191,298.3,50.97,0.659,990
0.0093,1.219,198,298.3,51.64,0.697,1037
0.0093,1.219,191,298.3,50.49,0.651,978
0.0093,1.219,191,298.3,62.92,0.658,960
0.0093,1.219,198,298.3,73.85,0.681,964
0.0093,1.219,198,298.3,86.96,0.697,953
0.0093,1.219,198,298.3,99.32,0.714,945
0.0093,1.219,201,298.3,110.69,0.716,920
0.0093,1.219,205,298.3,120.99,0.738,920
0.0093,1.219,205,298.3,120.99,0.733,897
0.0093,1.219,136,162.7,26.16,0.857,698
0.0093,1.219,136,162.7,26.16,0.869,706
0.0093,1.219,136,162.7,38.6,0.851,678
0.0093,1.219,136,161.4,39.56,0.87,690
0.0093,1.219,136,162.7,50.56,0.851,663
0.0093,1.219,136,162.7,50.08,0.85,663
0.0093,1.219,136,162.7,62.99,0.852,648
0.0093,1.219,136,162.7,74.69,0.859,638
0.0093,1.219,136,162.7,86.84,0.876,634
0.0093,1.219,136,162.7,99.43,0.841,593
0.0093,1.219,136,162.7,99.43,0.9,634
0.0093,1.219,136,162.7,108.43,0.906,622
0.0093,1.219,136,162.7,108.43,0.894,614
0.012,0.96,304,100,25,0.9647,795
0.012,0.96,294,100,25,0.9654,795
0.012,0.96,296,100,75,0.9747,736
0.012,0.96,298,100,109,0.9549,678
0.012,0.96,298,100,110,0.9672,685
0.012,0.96,294,200,20,0.7489,1310
0.012,0.96,294,200,20,0.7489,1310
0.012,0.96,298,200,62,0.7719,1232
0.012,0.96,298,200,62,0.7719,1232
0.012,0.96,294,200,124,0.7732,1070
0.012,0.96,294,200,124,0.7732,1070
0.012,0.96,294,300,20,0.611,1685
0.012,0.96,294,300,20,0.6257,1715
0.012,0.96,296,300,58,0.6348,1585
0.012,0.96,296,300,58,0.6348,1585
0.012,0.96,302,300,120,0.6314,1335
0.012,0.96,296,300,120,0.6321,1335
0.012,0.96,292,400,16,0.5161,2010
0.012,0.96,310,400,80,0.5856,1870
0.012,0.96,296,400,80,0.5875,1870
0.012,0.96,294,400,122,0.603,1690
0.012,0.96,294,400,122,0.6141,1720
0.012,0.96,294,500,120,0.5895,2080
0.012,0.96,294,500,121,0.5915,2080
0.012,1.2,294,100,22,0.9707,642
0.012,1.2,294,100,21,0.9669,641
0.012,1.2,294,100,60,0.985,610
0.012,1.2,294,100,60,0.9683,601
0.012,1.2,294,100,108,0.9857,560
0.012,1.2,294,100,108,0.9857,560
0.012,1.2,294,200,109,0.7863,902
0.012,1.2,294,200,113,0.7942,902
0.012,1.2,294,200,60,0.7772,995
0.012,1.2,294,200,58,0.7918,1015
0.012,1.2,294,300,29,0.6758,1425
0.012,1.2,294,300,28,0.6492,1385
0.012,1.2,294,300,60,0.671,1320
0.012,1.2,294,300,60,0.671,1320
0.012,1.2,294,300,108,0.681,1185
0.012,1.2,294,300,108,0.6779,1180
0.012,1.2,294,400,110,0.6077,1413
0.012,1.2,294,400,109,0.6058,1413
0.012,1.2,294,400,60,0.5994,1605
0.012,1.2,294,400,60,0.5994,1605
0.012,1.2,294,400,32,0.6238,1775
0.012,1.2,294,400,31,0.6219,1775
0.012,1.2,294,500,32,0.5098,1910
0.012,1.2,294,500,32,0.5098,1910
0.012,1.2,294,500,60,0.5324,1825
0.012,1.2,294,500,60,0.5324,1825
0.012,1.2,294,500,110,0.5408,1585
0.012,1.2,294,500,111,0.5427,1585
0.012,1.44,290,100,18,0.9611,534
0.012,1.44,294,100,18,0.9741,540
0.012,1.44,294,100,65,0.9895,506
0.012,1.44,294,100,65,0.9784,501
0.012,1.44,294,100,110,0.9859,465
0.012,1.44,298,200,111,0.8346,792
0.012,1.44,294,200,111,0.7939,755
0.012,1.44,294,200,67,0.8005,838
0.012,1.44,294,200,66,0.8063,845
0.012,1.44,294,200,27,0.8053,912
0.012,1.44,294,200,27,0.8053,912
0.012,1.44,294,300,26,0.6866,1210
0.012,1.44,294,300,27,0.6885,1210
0.012,1.44,298,300,61,0.6946,1130
0.012,1.44,294,300,62,0.697,1130
0.012,1.44,304,300,110,0.7114,1025
0.012,1.44,294,300,110,0.7126,1025
0.012,1.44,294,400,108,0.644,1250
0.012,1.44,294,400,108,0.644,1250
0.012,1.44,294,400,67,0.6365,1380
0.012,1.44,294,400,67,0.6365,1380
0.012,1.44,294,400,39,0.6406,1485
0.012,1.44,294,400,38,0.6386,1485
0.012,1.44,294,500,28,0.5722,1750
0.012,1.44,294,500,31,0.578,1750
0.012,1.44,294,500,59,0.5877,1650
0.012,1.44,294,500,60,0.5897,1650
0.012,1.44,294,500,112,0.5776,1395
0.012,1.44,294,500,113,0.5884,1415
0.012,1.44,294,500,113,0.5795,1395
0.012,1.8,294,100,103,0.9972,381
0.012,1.8,294,200,106,0.8479,650
0.012,1.8,294,200,106,0.8479,650
0.012,1.8,294,200,68,0.8684,718
0.012,1.8,294,200,68,0.8559,709
0.012,1.8,294,200,23,0.8327,755
0.012,1.8,294,200,23,0.8327,755
0.012,1.8,294,300,23,0.7011,990
0.012,1.8,294,300,23,0.7067,996
0.012,1.8,294,300,68,0.7234,920
0.012,1.8,294,300,72,0.7265,915
0.012,1.8,294,300,105,0.7361,856
0.012,1.8,294,300,107,0.74,856
0.012,1.8,294,400,108,0.6662,1032
0.012,1.8,294,400,109,0.6681,1032
0.012,1.8,294,400,73,0.6626,1125
0.012,1.8,294,400,73,0.6668,1131
0.012,1.8,294,400,38,0.6691,1232
0.012,1.8,294,400,38,0.6747,1240
0.012,1.8,294,500,110,0.6091,1180
0.012,1.8,294,500,110,0.608,1178
0.0024,0.5,3100,494,34.66,0.826,1396
0.0024,0.5,3100,541,34.66,0.788,1485
0.0024,0.5,3100,607,34.66,0.758,1627
0.0024,0.5,3100,662,34.66,0.722,1723
0.0024,0.5,3100,711,29.14,0.692,1824
0.0024,0.5,3100,784,29.14,0.66,1958
0.0024,0.5,3100,854,29.14,0.627,2072
0.0024,0.5,3100,914,29.14,0.645,2252
0.0024,0.5,3100,975,29.14,0.644,2400
0.01,2,3000,401,131.67,0.83,977
0.01,2,3000,798,132.61,0.717,1737
0.01001,3,3000,249,128.15,0.968,458
0.01001,3,3000,329,128.62,0.956,599
0.01001,3,3000,389,128.85,0.919,686
0.01001,3,3000,443,127.44,0.925,788
0.01001,3,3000,541,126.5,0.897,941
0.01001,3,3000,668,125.79,0.824,1091
0.01001,3,3000,901,125.08,0.697,1302
0.008,0.79,2940,995,75.88,0.469,3752
0.008,0.79,2940,995,85.9,0.49,3741
0.008,0.79,2940,995,98.76,0.505,3674
0.008,0.79,2940,995,108.72,0.53,3679
0.008,0.79,2940,995,119.6,0.546,3638
0.008,0.79,2940,989,128.79,0.557,3571
0.008,0.79,2940,995,139.82,0.56,3488
0.008,0.79,2940,995,148.69,0.571,3441
0.008,0.79,2940,995,158.9,0.575,3353
0.008,0.79,2940,995,169.96,0.585,3281
0.008,0.79,2940,989,180.92,0.602,3219
0.008,1.57,2940,1007,54.6,0.621,2426
0.008,1.57,2940,1007,65.85,0.64,2410
0.008,1.57,2940,1007,75.88,0.638,2352
0.008,1.57,2940,1007,85.9,0.649,2324
0.008,1.57,2940,1012,95.67,0.646,2276
0.008,1.57,2940,1007,104.69,0.651,2226
0.008,1.57,2940,1007,114.64,0.65,2170
0.008,1.57,2940,1007,124.79,0.643,2099
0.008,1.57,2940,1007,133.73,0.65,2066
0.008,1.57,2940,1007,144.73,0.663,2036
0.008,1.57,2940,1001,154.73,0.672,1991
0.008,2.51,2940,996,94.71,0.679,1451
0.008,2.51,2940,990,103.74,0.676,1408
0.008,2.51,2940,996,114.64,0.665,1364
0.008,2.51,2940,990,124.79,0.675,1337
0.008,2.51,2940,990,134.67,0.676,1305
0.008,2.51,2940,996,144.73,0.684,1289
0.008,2.51,2940,990,153.8,0.683,1250
0.008,2.51,2940,990,165.82,0.677,1201
0.008,2.51,2940,990,175.91,0.684,1175
0.008,2.51,2940,990,185.91,0.694,1155
0.008,2.51,2940,996,191.99,0.693,1139
0.008,2.51,2940,996,203.17,0.686,1090
0.008,2.51,2940,996,213.09,0.693,1065
0.008,3.49,2940,1005,80.89,0.702,1082
0.008,3.49,2940,1005,101.84,0.699,1030
0.008,3.49,2940,1005,124.79,0.696,972
0.008,3.49,2940,1005,146.82,0.714,938
